	Dividends	Stock Splits	Date	contractSymbol	strike	lastPrice	bid	ask	change	percentChange	volume	openInterest	impliedVolatility	inTheMoney	contractSize	currency
71			2024-09-16	TSLA240920P00215000	215.0	1.4	0.0	0.0	0.0	0.0	27026.0	17984.0	0.12500875	False	REGULAR	USD
72			2024-09-16	TSLA240920P00217500	217.5	1.87	0.0	0.0	0.0	0.0	11765.0	5016.0	0.12500875	False	REGULAR	USD
73			2024-09-16	TSLA240920P00220000	220.0	2.55	0.0	0.0	0.0	0.0	53780.0	22264.0	0.12500875	False	REGULAR	USD
74			2024-09-16	TSLA240920P00222500	222.5	3.35	0.0	0.0	0.0	0.0	18827.0	0.0	0.12500875	False	REGULAR	USD
75			2024-09-16	TSLA240920P00225000	225.0	4.35	0.0	0.0	0.0	0.0	50840.0	9970.0	0.062509375	False	REGULAR	USD
76			2024-09-16	TSLA240920P00227500	227.5	5.6	0.0	0.0	0.0	0.0	22049.0	4559.0	0.0312596875	False	REGULAR	USD
77			2024-09-16	TSLA240920P00230000	230.0	7.0	0.0	0.0	0.0	0.0	18496.0	11506.0	0.015634843750000002	False	REGULAR	USD
78			2024-09-16	TSLA240920P00232500	232.5	8.53	0.0	0.0	0.0	0.0	1752.0	2631.0	1.0000000000000003e-05	True	REGULAR	USD
79			2024-09-16	TSLA240920P00235000	235.0	10.13	0.0	0.0	0.0	0.0	3662.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
80			2024-09-16	TSLA240920P00237500	237.5	11.8	0.0	0.0	0.0	0.0	712.0	775.0	1.0000000000000003e-05	True	REGULAR	USD
81			2024-09-16	TSLA240920P00240000	240.0	14.1	0.0	0.0	0.0	0.0	1533.0	8179.0	1.0000000000000003e-05	True	REGULAR	USD
82			2024-09-16	TSLA240920P00242500	242.5	16.44	0.0	0.0	0.0	0.0	180.0	457.0	1.0000000000000003e-05	True	REGULAR	USD
83			2024-09-16	TSLA240920P00245000	245.0	18.45	0.0	0.0	0.0	0.0	363.0	3691.0	1.0000000000000003e-05	True	REGULAR	USD
84			2024-09-16	TSLA240920P00247500	247.5	20.55	0.0	0.0	0.0	0.0	70.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
85			2024-09-16	TSLA240920P00250000	250.0	23.5	0.0	0.0	0.0	0.0	264.0	12945.0	1.0000000000000003e-05	True	REGULAR	USD
86			2024-09-16	TSLA240920P00255000	255.0	28.7	0.0	0.0	0.0	0.0	30.0	2420.0	1.0000000000000003e-05	True	REGULAR	USD
87			2024-09-16	TSLA240920P00260000	260.0	32.55	0.0	0.0	0.0	0.0	37.0	1230.0	1.0000000000000003e-05	True	REGULAR	USD
88			2024-09-16	TSLA240920P00265000	265.0	37.4	0.0	0.0	0.0	0.0	7.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
89			2024-09-16	TSLA240920P00270000	270.0	42.8	0.0	0.0	0.0	0.0	8.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
90			2024-09-16	TSLA240920P00275000	275.0	47.15	0.0	0.0	0.0	0.0	15.0	12.0	1.0000000000000003e-05	True	REGULAR	USD
91			2024-09-16	TSLA240920P00280000	280.0	52.0	0.0	0.0	0.0	0.0	23.0	2001.0	1.0000000000000003e-05	True	REGULAR	USD
92			2024-09-16	TSLA240920P00285000	285.0	58.55	0.0	0.0	0.0	0.0	2.0	2.0	1.0000000000000003e-05	True	REGULAR	USD
93			2024-09-16	TSLA240920P00315000	315.0	87.85	0.0	0.0	0.0	0.0	1.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
94			2024-09-16	TSLA240920P00370000	370.0	141.11	0.0	0.0	0.0	0.0	2.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
95			2024-09-16	TSLA240920P00400000	400.0	173.02	0.0	0.0	0.0	0.0	12.0	20.0	1.0000000000000003e-05	True	REGULAR	USD
96			2024-09-16	TSLA240920P00405000	405.0	178.03	0.0	0.0	0.0	0.0	7.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
97			2024-09-16	TSLA240920P00410000	410.0	183.04	0.0	0.0	0.0	0.0	5.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
98			2024-09-16	TSLA240920P00415000	415.0	187.95	0.0	0.0	0.0	0.0	5.0	5.0	1.0000000000000003e-05	True	REGULAR	USD
99			2024-09-16	TSLA240920P00420000	420.0	192.96	0.0	0.0	0.0	0.0	3.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
100			2024-09-16	TSLA240920P00425000	425.0	197.97	0.0	0.0	0.0	0.0	2.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
101			2024-09-16	TSLA240920C00005000	5.0	222.79	0.0	0.0	0.0	0.0	14.0	899.0	1.0000000000000003e-05	True	REGULAR	USD
102			2024-09-16	TSLA240920C00010000	10.0	217.76	0.0	0.0	0.0	0.0	1.0	343.0	1.0000000000000003e-05	True	REGULAR	USD
103			2024-09-16	TSLA240920C00035000	35.0	192.91	0.0	0.0	0.0	0.0	1.0	168.0	1.0000000000000003e-05	True	REGULAR	USD
104			2024-09-16	TSLA240920C00095000	95.0	131.72	0.0	0.0	0.0	0.0	1.0	156.0	1.0000000000000003e-05	True	REGULAR	USD
105			2024-09-16	TSLA240920C00105000	105.0	121.75	0.0	0.0	0.0	0.0	1.0	357.0	1.0000000000000003e-05	True	REGULAR	USD
106			2024-09-16	TSLA240920C00110000	110.0	116.8	0.0	0.0	0.0	0.0	3.0	328.0	1.0000000000000003e-05	True	REGULAR	USD
107			2024-09-16	TSLA240920C00115000	115.0	111.95	0.0	0.0	0.0	0.0	6.0	894.0	1.0000000000000003e-05	True	REGULAR	USD
108			2024-09-16	TSLA240920C00120000	120.0	106.7	0.0	0.0	0.0	0.0	2.0	873.0	1.0000000000000003e-05	True	REGULAR	USD
109			2024-09-16	TSLA240920C00125000	125.0	101.45	0.0	0.0	0.0	0.0	2.0	852.0	1.0000000000000003e-05	True	REGULAR	USD
110			2024-09-16	TSLA240920C00130000	130.0	97.11	0.0	0.0	0.0	0.0	14.0	1110.0	1.0000000000000003e-05	True	REGULAR	USD
111			2024-09-16	TSLA240920C00135000	135.0	92.95	0.0	0.0	0.0	0.0	32.0	2295.0	1.0000000000000003e-05	True	REGULAR	USD
112			2024-09-16	TSLA240920C00140000	140.0	87.94	0.0	0.0	0.0	0.0	30.0	1713.0	1.0000000000000003e-05	True	REGULAR	USD
113			2024-09-16	TSLA240920C00145000	145.0	82.03	0.0	0.0	0.0	0.0	15.0	2070.0	1.0000000000000003e-05	True	REGULAR	USD
114			2024-09-16	TSLA240920C00150000	150.0	77.02	0.0	0.0	0.0	0.0	12.0	11797.0	1.0000000000000003e-05	True	REGULAR	USD
115			2024-09-16	TSLA240920C00155000	155.0	73.29	0.0	0.0	0.0	0.0	22.0	2111.0	1.0000000000000003e-05	True	REGULAR	USD
116			2024-09-16	TSLA240920C00160000	160.0	68.48	0.0	0.0	0.0	0.0	238.0	22111.0	1.0000000000000003e-05	True	REGULAR	USD
117			2024-09-16	TSLA240920C00165000	165.0	62.12	0.0	0.0	0.0	0.0	245.0	2249.0	1.0000000000000003e-05	True	REGULAR	USD
118			2024-09-16	TSLA240920C00170000	170.0	56.88	0.0	0.0	0.0	0.0	99.0	4160.0	1.0000000000000003e-05	True	REGULAR	USD
119			2024-09-16	TSLA240920C00175000	175.0	52.98	0.0	0.0	0.0	0.0	32.0	5099.0	1.0000000000000003e-05	True	REGULAR	USD
120			2024-09-16	TSLA240920C00180000	180.0	47.03	0.0	0.0	0.0	0.0	250.0	27386.0	1.0000000000000003e-05	True	REGULAR	USD
121			2024-09-16	TSLA240920C00185000	185.0	42.35	0.0	0.0	0.0	0.0	481.0	5176.0	1.0000000000000003e-05	True	REGULAR	USD
122			2024-09-16	TSLA240920C00187500	187.5	40.56	0.0	0.0	0.0	0.0	67.0	790.0	1.0000000000000003e-05	True	REGULAR	USD
123			2024-09-16	TSLA240920C00190000	190.0	37.37	0.0	0.0	0.0	0.0	162.0	7068.0	1.0000000000000003e-05	True	REGULAR	USD
124			2024-09-16	TSLA240920C00192500	192.5	36.0	0.0	0.0	0.0	0.0	23.0	437.0	1.0000000000000003e-05	True	REGULAR	USD
125			2024-09-16	TSLA240920C00195000	195.0	32.85	0.0	0.0	0.0	0.0	136.0	7573.0	1.0000000000000003e-05	True	REGULAR	USD
126			2024-09-16	TSLA240920C00197500	197.5	31.06	0.0	0.0	0.0	0.0	29.0	591.0	1.0000000000000003e-05	True	REGULAR	USD
127			2024-09-16	TSLA240920C00200000	200.0	27.5	0.0	0.0	0.0	0.0	613.0	16460.0	1.0000000000000003e-05	True	REGULAR	USD
128			2024-09-16	TSLA240920C00202500	202.5	24.88	0.0	0.0	0.0	0.0	102.0	1130.0	1.0000000000000003e-05	True	REGULAR	USD
129			2024-09-16	TSLA240920C00205000	205.0	22.69	0.0	0.0	0.0	0.0	320.0	12380.0	1.0000000000000003e-05	True	REGULAR	USD
130			2024-09-16	TSLA240920C00207500	207.5	20.8	0.0	0.0	0.0	0.0	1967.0	2060.0	1.0000000000000003e-05	True	REGULAR	USD
131			2024-09-16	TSLA240920C00210000	210.0	17.77	0.0	0.0	0.0	0.0	755.0	15395.0	1.0000000000000003e-05	True	REGULAR	USD
132			2024-09-16	TSLA240920C00212500	212.5	15.55	0.0	0.0	0.0	0.0	1945.0	2577.0	1.0000000000000003e-05	True	REGULAR	USD
133			2024-09-16	TSLA240920C00215000	215.0	13.34	0.0	0.0	0.0	0.0	2969.0	9281.0	1.0000000000000003e-05	True	REGULAR	USD
134			2024-09-16	TSLA240920C00217500	217.5	11.5	0.0	0.0	0.0	0.0	631.0	3328.0	1.0000000000000003e-05	True	REGULAR	USD
135			2024-09-16	TSLA240920C00220000	220.0	9.55	0.0	0.0	0.0	0.0	6631.0	25113.0	1.0000000000000003e-05	True	REGULAR	USD
136			2024-09-16	TSLA240920C00222500	222.5	7.85	0.0	0.0	0.0	0.0	6735.0	3806.0	1.0000000000000003e-05	True	REGULAR	USD
137			2024-09-16	TSLA240920C00225000	225.0	6.4	0.0	0.0	0.0	0.0	26272.0	10541.0	1.0000000000000003e-05	True	REGULAR	USD
138			2024-09-16	TSLA240920C00227500	227.5	5.05	0.0	0.0	0.0	0.0	34495.0	5899.0	1.0000000000000003e-05	True	REGULAR	USD
139			2024-09-16	TSLA240920C00230000	230.0	3.85	0.0	0.0	0.0	0.0	70824.0	60320.0	1.0000000000000003e-05	True	REGULAR	USD
140			2024-09-16	TSLA240920C00232500	232.5	2.97	0.0	0.0	0.0	0.0	17152.0	9603.0	0.007822421875	False	REGULAR	USD
141			2024-09-16	TSLA240920C00235000	235.0	2.28	0.0	0.0	0.0	0.0	36186.0	19607.0	0.0312596875	False	REGULAR	USD
142			2024-09-16	TSLA240920C00237500	237.5	1.72	0.0	0.0	0.0	0.0	12159.0	4558.0	0.062509375	False	REGULAR	USD
143			2024-09-16	TSLA240920C00240000	240.0	1.26	0.0	0.0	0.0	0.0	40949.0	32769.0	0.062509375	False	REGULAR	USD
144			2024-09-16	TSLA240920C00242500	242.5	0.93	0.0	0.0	0.0	0.0	12181.0	5597.0	0.12500875	False	REGULAR	USD
145			2024-09-16	TSLA240920C00245000	245.0	0.7	0.0	0.0	0.0	0.0	18956.0	19678.0	0.12500875	False	REGULAR	USD
146			2024-09-16	TSLA240920C00247500	247.5	0.51	0.0	0.0	0.0	0.0	7387.0	5700.0	0.12500875	False	REGULAR	USD
147			2024-09-16	TSLA240920C00250000	250.0	0.39	0.0	0.0	0.0	0.0	19116.0	39777.0	0.12500875	False	REGULAR	USD
148			2024-09-16	TSLA240920C00255000	255.0	0.23	0.0	0.0	0.0	0.0	8167.0	13126.0	0.2500075	False	REGULAR	USD
149			2024-09-16	TSLA240920C00260000	260.0	0.14	0.0	0.0	0.0	0.0	8787.0	15310.0	0.2500075	False	REGULAR	USD
150			2024-09-16	TSLA240920C00265000	265.0	0.08	0.0	0.0	0.0	0.0	7733.0	11894.0	0.2500075	False	REGULAR	USD
151			2024-09-16	TSLA240920C00270000	270.0	0.06	0.0	0.0	0.0	0.0	3011.0	12736.0	0.2500075	False	REGULAR	USD
152			2024-09-16	TSLA240920C00275000	275.0	0.04	0.0	0.0	0.0	0.0	3679.0	8324.0	0.2500075	False	REGULAR	USD
153			2024-09-16	TSLA240920C00280000	280.0	0.02	0.0	0.0	0.0	0.0	1601.0	12999.0	0.500005	False	REGULAR	USD
154			2024-09-16	TSLA240920C00285000	285.0	0.03	0.0	0.0	0.0	0.0	2945.0	6805.0	0.500005	False	REGULAR	USD
155			2024-09-16	TSLA240920C00290000	290.0	0.01	0.0	0.0	0.0	0.0	3786.0	7907.0	0.500005	False	REGULAR	USD
156			2024-09-16	TSLA240920C00295000	295.0	0.02	0.0	0.0	0.0	0.0	211.0	2755.0	0.500005	False	REGULAR	USD
157			2024-09-16	TSLA240920C00300000	300.0	0.01	0.0	0.0	0.0	0.0	1874.0	37612.0	0.500005	False	REGULAR	USD
158			2024-09-16	TSLA240920C00305000	305.0	0.01	0.0	0.0	0.0	0.0	67.0	2065.0	0.500005	False	REGULAR	USD
159			2024-09-16	TSLA240920C00310000	310.0	0.01	0.0	0.0	0.0	0.0	26.0	13046.0	0.500005	False	REGULAR	USD
160			2024-09-16	TSLA240920C00315000	315.0	0.01	0.0	0.0	0.0	0.0	4.0	10374.0	0.500005	False	REGULAR	USD
161			2024-09-16	TSLA240920C00320000	320.0	0.01	0.0	0.0	0.0	0.0	24.0	9878.0	0.500005	False	REGULAR	USD
162			2024-09-16	TSLA240920C00325000	325.0	0.01	0.0	0.0	0.0	0.0	5.0	7233.0	0.500005	False	REGULAR	USD
163			2024-09-16	TSLA240920C00365000	365.0	0.01	0.0	0.0	0.0	0.0	1.0	1525.0	0.500005	False	REGULAR	USD
164			2024-09-16	TSLA240920C00375000	375.0	0.01	0.0	0.0	0.0	0.0	22.0	2469.0	0.500005	False	REGULAR	USD
165			2024-09-16	TSLA240920C00385000	385.0	0.01	0.0	0.0	0.0	0.0	33.0	0.0	0.500005	False	REGULAR	USD
166			2024-09-16	TSLA240920C00390000	390.0	0.02	0.0	0.0	0.0	0.0	10.0	0.0	0.500005	False	REGULAR	USD
167			2024-09-16	TSLA240920C00395000	395.0	0.01	0.0	0.0	0.0	0.0	10.0	0.0	0.500005	False	REGULAR	USD
168			2024-09-16	TSLA240920C00400000	400.0	0.01	0.0	0.0	0.0	0.0	58.0	0.0	0.500005	False	REGULAR	USD
169			2024-09-16	TSLA240920C00445000	445.0	0.01	0.0	0.0	0.0	0.0	30.0	672.0	0.500005	False	REGULAR	USD
170			2024-09-16	TSLA240920C00560000	560.0	0.01	0.0	0.0	0.0	0.0	23.0	0.0	0.500005	False	REGULAR	USD
171			2024-09-06	TSLA240920P00040000	40.0	0.01	0.0	0.0	0.0	0.0	8.0	11584.0	0.500005	False	REGULAR	USD
172			2024-09-06	TSLA240920P00045000	45.0	0.01	0.0	0.0	0.0	0.0	12.0	648.0	0.500005	False	REGULAR	USD
173			2024-09-06	TSLA240920P00055000	55.0	0.01	0.0	0.0	0.0	0.0	9.0	0.0	0.500005	False	REGULAR	USD
174			2024-09-06	TSLA240920P00065000	65.0	0.01	0.0	0.0	0.0	0.0	109.0	1365.0	0.500005	False	REGULAR	USD
175			2024-09-06	TSLA240920P00070000	70.0	0.02	0.0	0.0	0.0	0.0	111.0	7947.0	0.500005	False	REGULAR	USD
176			2024-09-06	TSLA240920C00065000	65.0	155.58	0.0	0.0	0.0	0.0	1.0	387.0	1.0000000000000003e-05	True	REGULAR	USD
177			2024-09-06	TSLA240920C00405000	405.0	0.01	0.0	0.0	0.0	0.0	2.0	0.0	0.500005	False	REGULAR	USD
178			2024-09-06	TSLA240920C00410000	410.0	0.01	0.0	0.0	0.0	0.0	1.0	1438.0	0.500005	False	REGULAR	USD
179			2024-09-06	TSLA240920C00425000	425.0	0.01	0.0	0.0	0.0	0.0	1.0	0.0	0.500005	False	REGULAR	USD
180			2024-09-10	TSLA240920P00075000	75.0	0.01	0.0	0.0	0.0	0.0	1220.0	3338.0	0.500005	False	REGULAR	USD
181			2024-09-10	TSLA240920C00060000	60.0	162.71	0.0	0.0	0.0	0.0	1.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
182			2024-09-10	TSLA240920C00070000	70.0	153.5	0.0	0.0	0.0	0.0	4.0	332.0	1.0000000000000003e-05	True	REGULAR	USD
183			2024-09-10	TSLA240920C00370000	370.0	0.01	0.0	0.0	0.0	0.0	1.0	8324.0	0.500005	False	REGULAR	USD
184			2024-09-10	TSLA240920C00450000	450.0	0.01	0.0	0.0	0.0	0.0	50.0	6734.0	0.500005	False	REGULAR	USD
185			2024-09-04	TSLA240920P00310000	310.0	89.35	0.0	0.0	0.0	0.0	6.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
186			2024-09-04	TSLA240920C00020000	20.0	200.27	0.0	0.0	0.0	0.0	1.0	31.0	1.0000000000000003e-05	True	REGULAR	USD
187			2024-09-04	TSLA240920C00025000	25.0	196.15	0.0	0.0	0.0	0.0	5.0	180.0	1.0000000000000003e-05	True	REGULAR	USD
188			2024-09-04	TSLA240920C00430000	430.0	0.01	0.0	0.0	0.0	0.0	1.0	3101.0	0.500005	False	REGULAR	USD
189			2024-09-05	TSLA240920P00340000	340.0	107.72	0.0	0.0	0.0	0.0	40.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
190			2024-09-05	TSLA240920C00050000	50.0	178.8	0.0	0.0	0.0	0.0	4.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
191			2024-09-05	TSLA240920C00380000	380.0	0.01	0.0	0.0	0.0	0.0	3.0	6619.0	0.500005	False	REGULAR	USD
